Date,Open,High,Low,Close,Adj Close,Volume
07-09-2018,221.850006,225.369995,220.710007,221.300003,221.300003,37619800
10-09-2018,220.949997,221.850006,216.470001,218.330002,218.330002,39516500
11-09-2018,218.009995,224.300003,216.559998,223.850006,223.850006,35749000
12-09-2018,224.940002,225,219.839996,221.070007,221.070007,49278700
13-09-2018,223.520004,228.350006,222.570007,226.410004,226.410004,41706400
14-09-2018,225.75,226.839996,222.520004,223.839996,223.839996,31999300
17-09-2018,222.149994,222.949997,217.270004,217.880005,217.880005,37195100
18-09-2018,217.789993,221.850006,217.119995,218.240005,218.240005,31571700
19-09-2018,218.5,219.619995,215.300003,218.369995,218.369995,27123800
20-09-2018,220.240005,222.279999,219.149994,220.029999,220.029999,26608800
21-09-2018,220.779999,221.360001,217.289993,217.660004,217.660004,96246700
24-09-2018,216.820007,221.259995,216.630005,220.789993,220.789993,27693400
25-09-2018,219.75,222.820007,219.699997,222.190002,222.190002,24554400
26-09-2018,221,223.75,219.759995,220.419998,220.419998,23984700
27-09-2018,223.820007,226.440002,223.539993,224.949997,224.949997,30181200
28-09-2018,224.789993,225.839996,224.020004,225.740005,225.740005,22929400
01-10-2018,227.949997,229.419998,226.350006,227.259995,227.259995,23600800
02-10-2018,227.25,230,226.630005,229.279999,229.279999,24788200
03-10-2018,230.050003,233.470001,229.779999,232.070007,232.070007,28654800
04-10-2018,230.779999,232.350006,226.729996,227.990005,227.990005,32042000
05-10-2018,227.960007,228.410004,220.580002,224.289993,224.289993,33580500
08-10-2018,222.210007,224.800003,220.199997,223.770004,223.770004,29663900
09-10-2018,223.639999,227.270004,222.25,226.869995,226.869995,26873300
