Date,Open,High,Low,Close,Adj Close,Volume
13-08-2018,210.160004,217.949997,208.259995,217.580002,217.580002,113483000
20-08-2018,218.100006,219.179993,213.839996,216.160004,216.160004,112825200
27-08-2018,217.149994,228.869995,216.330002,227.630005,227.630005,162690600
03-09-2018,228.410004,229.669998,220.710007,221.300003,221.300003,132632900
10-09-2018,220.949997,228.350006,216.470001,223.839996,223.839996,198249900
17-09-2018,222.149994,222.949997,215.300003,217.660004,217.660004,218746100
24-09-2018,216.820007,226.440002,216.630005,225.740005,225.740005,129343100
01-10-2018,227.949997,233.470001,220.580002,224.289993,224.289993,142666300
08-10-2018,222.210007,227.270004,212.320007,222.110001,222.110001,191385100
12-10-2018,220.419998,222.880005,216.839996,222.110001,222.110001,34974829
